language,emoji
javascript,:icecream:
shell,:innocent:
python,:laughing:
java,:laughing:
php,:laughing:
coffeescript,:laughing:
coffeescript,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
javascript,:lipstick:
javascript,:lipstick:
vue,:lipstick:
typescript,:lipstick:
typescript,:lipstick:
coffeescript,:lipstick:
php,:lipstick:
javascript,:lipstick:
python,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
typescript,:lipstick:
typescript,:lipstick:
java,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
ruby,:lipstick:
clojure,:lipstick:
clojure,:lipstick:
lua,:lipstick:
javascript,:lipstick:
ruby,:lipstick:
php,:lipstick:
jsoniq,:lipstick:
ruby,:lipstick:
java,:lipstick:
coffeescript,:lipstick:
ruby,:lipstick:
css,:lipstick:
javascript,:lipstick:
javascript,:lipstick:
javascript,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
emacs lisp,:lipstick:
coffeescript,:lipstick:
swift,:lipstick:
javascript,:lipstick:
python,:lipstick:
handlebars,:lipstick:
python,:lipstick:
python,:lipstick:
python,:lipstick:
python,:lipstick:
python,:lipstick:
python,:lipstick:
python,:lipstick:
python,:lipstick:
python,:lipstick:
python,:lipstick:
javascript,:lipstick:
javascript,:lipstick:
coffeescript,:lipstick:
ruby,:lipstick:
ruby,:lipstick:
ruby,:lipstick:
coffeescript,:lipstick:
java,:lipstick:
javascript,:lipstick:
ruby,:lipstick:
coffeescript,:lipstick:
coffeescript,:lipstick:
css,:lipstick:
javascript,:lipstick:
javascript,:lipstick:
javascript,:lipstick:
objective-c,:lipstick:
java,:lipstick:
java,:lipstick:
javascript,:lipstick:
javascript,:lipstick:
coffeescript,:lipstick:
javascript,:lipstick:
javascript,:lipstick:
lua,:lollipop:
javascript,:lollipop:
php,:lollipop:
python,:lollipop:
c#,:lollipop:
actionscript,:lollipop:
c++,:lollipop:
javascript,:lollipop:
c++,:lollipop:
python,:lollipop:
php,:lollipop:
c#,:lollipop:
javascript,:lollipop:
javascript,:lollipop:
c++,:lollipop:
java,:lollipop:
c#,:lollipop:
c#,:lollipop:
css,:lollipop:
html,:lollipop:
javascript,:lollipop:
php,:lollipop:
javascript,:lollipop:
java,:lollipop:
javascript,:lollipop:
c++,:lollipop:
shell,:lollipop:
c#,:lollipop:
php,:lollipop:
css,:lollipop:
php,:lollipop:
php,:lollipop:
html,:lollipop:
kicad,:lollipop:
haskell,:lollipop:
css,:lollipop:
c#,:lollipop:
python,:maxwidth:
python,:moneybag:
javascript,:no_mouth:
javascript,:notebook:
java,:pig_nose:
javascript,:point_up:
ruby,:point_down:
javascript,:question:
html,:question:
javascript,:relieved:
c++,:relieved:
ruby,:sadpanda:
c#,:sailboat:
ruby,:scissors:
ruby,:scissors:
ruby,:scissors:
coffeescript,:scissors:
php,:scissors:
coffeescript,:scissors:
javascript,:seedling:
ruby,:seedling:
perl,:seedling:
ruby,:seedling:
html,:seedling:
java,:sleeping:
javascript,:sleeping:
javascript,:sleeping:
javascript,:sparkler:
ruby,:sparkles:
java,:sparkles:
ruby,:sparkles:
javascript,:sparkles:
java,:sparkles:
javascript,:sparkles:
c++,:sparkles:
vhdl,:sparkles:
javascript,:sparkles:
java,:sparkles:
c#,:sparkles:
javascript,:sparkles:
java,:sparkles:
typescript,:sparkles:
typescript,:sparkles:
typescript,:sparkles:
typescript,:sparkles:
typescript,:sparkles:
typescript,:sparkles:
typescript,:sparkles:
typescript,:sparkles:
typescript,:sparkles:
typescript,:sparkles:
typescript,:sparkles:
typescript,:sparkles:
clojure,:sparkles:
javascript,:sparkles:
javascript,:sparkles:
coffeescript,:sparkles:
python,:sparkles:
c#,:sparkles:
ruby,:sparkles:
css,:sparkles:
css,:sparkles:
css,:sparkles:
ruby,:sparkles:
javascript,:sparkles:
javascript,:sparkles:
javascript,:sparkles:
php,:sparkles:
php,:sparkles:
php,:sparkles:
php,:sparkles:
css,:sparkles:
javascript,:sparkles:
javascript,:sparkles:
javascript,:sparkles:
java,:sparkles:
c#,:sparkles:
c#,:sparkles:
javascript,:sparkles:
javascript,:sparkles:
java,:sparkles:
go,:sparkles:
javascript,:sparkles:
ruby,:sparkles:
javascript,:sparkles:
javascript,:sparkles:
coffeescript,:sparkles:
html,:sparkles:
javascript,:sparkles:
javascript,:sparkles:
html,:sparkles:
css,:sparkles:
css,:sparkles:
php,:lipstick:
shell,:books:
php,:sparkles:
ruby,:sparkles:
perl,:wrench:
javascript,:sparkles:
go,:sparkles:
shell,:sparkles:
rust,:lipstick:
shell,:snowflake:
javascript,:lipstick:
python,:sparkles:
javascript,:recycle:
javascript,:squirrel:
lua,:squirrel:
clojure,:thumbsup:
java,:thumbsup:
javascript,:thumbsup:
javascript,:unamused:
javascript,:unamused:
viml,:unamused:
javascript,:unamused:
c#,:unamused:
javascript,:up_arrow:
python,:whatever:
php,:AngelFace:
php,:ambulance:
ruby,:anguished:
c++,:authority:
javascript,:bar_chart:
haskell,:bicyclist:
c#,:bicyclist:
javascript,:bicyclist:
javascript,:clipboard:
javascript,:copyright:
python,:spaghetti:
javascript,:crocodile:
python,:facepunch:
python,:feelsgood:
javascript,:fireworks:
javascript,:fireworks:
javascript,:fireworks:
javascript,:fireworks:
javascript,:fireworks:
javascript,:fireworks:
ruby,:birthday:
javascript,:fireworks:
ruby,:goberserk:
javascript,:goberserk:
java,:grimacing:
javascript,:guardsman:
javascript,:guardsman:
javascript,:guardsman:
go,:guardsman:
java,:guardsman:
css,:hamburger:
javascript,:hamburger:
css,:hamburger:
clojure,:honey_pot:
clojure,:honey_pot:
clojure,:honey_pot:
javascript,:honey_pot:
php,:hourglass:
ruby,:ice_cream:
css,:ice_cream:
c#,:ice_cream:
clojure,:lightning:
javascript,:nail_care:
ruby,:nail_care:
javascript,:nail_care:
css,:nail_care:
php,:nail_care:
python,:nail_care:
ruby,:nail_care:
javascript,:nail_care:
shell,:nail_care:
css,:nail_care:
c++,:neckbeard:
html,:neckbeard:
ruby,:neckbeard:
javascript,:neckbeard:
css,:neckbeard:
css,:neckbeard:
javascript,:neckbeard:
java,:neckbeard:
typescript,:neckbeard:
haskell,:neckbeard:
css,:neckbeard:
ruby,:neckbeard:
java,:neckbeard:
javascript,:neckbeard:
java,:neckbeard:
php,:neckbeard:
c#,:neckbeard:
javascript,:neckbeard:
javascript,:neckbeard:
html,:neckbeard:
php,:neckbeard:
javascript,:neckbeard:
javascript,:neckbeard:
php,:neckbeard:
python,:neckbeard:
javascript,:neckbeard:
java,:neckbeard:
html,:neckbeard:
javascript,:neckbeard:
python,:neckbeard:
php,:neckbeard:
python,:neckbeard:
c++,:neckbeard:
php,:neckbeard:
php,:neckbeard:
java,:neckbeard:
javascript,:neckbeard:
java,:neckbeard:
java,:neckbeard:
java,:neckbeard:
ruby,:neckbeard:
php,:neckbeard:
php,:neckbeard:
javascript,:neckbeard:
java,:neckbeard:
php,:neckbeard:
coffeescript,:neckbeard:
c#,:neckbeard:
python,:neckbeard:
c#,:neckbeard:
c#,:neckbeard:
html,:neckbeard:
html,:neckbeard:
php,:neckbeard:
shell,:neckbeard:
php,:neckbeard:
haxe,:neckbeard:
shell,:neckbeard:
python,:neckbeard:
lua,:neckbeard:
javascript,:neckbeard:
javascript,:neckbeard:
javascript,:poop:
dm,:neckbeard:
c++,:underage:
ruby,:newspaper:
html,:newspaper:
javascript,:art:
html,:older_man:
c++,:palm_tree:
javascript,:palm_tree:
java,:pineapple:
coffeescript,:racehorse:
coffeescript,:racehorse:
coffeescript,:racehorse:
javascript,:racehorse:
javascript,:racehorse:
coffeescript,:racehorse:
clojure,:racehorse:
c#,:art:
haskell,:risingsun:
lua,:satisfied:
c#,:satisfied:
ruby,:satisfied:
javascript,:satisfied:
c++,:satisfied:
shell,:saxophone:
javascript,:smile_cat:
javascript,:snowflake:
javascript,:snowflake:
javascript,:snowflake:
php,:snowflake:
php,:evergreen_tree:
php,:snowflake:
c,:sunflower:
c,:tangerine:
python,:the_horns:
javascript,:trollface:
c#,:trollface:
javascript,:trollface:
ruby,:trollface:
php,:trollface:
lua,:trollface:
php,:trollface:
java,:uberkaese:
ruby,:wavy_dash:
python,:PROPERTIES:
emacs lisp,:PROPERTIES:
python,:Ivariables:
coffeescript,:arrow_down:
coffeescript,:arrow_down:
coffeescript,:arrow_down:
clojure,:arrow_down:
javascript,:arrow_down:
r,:baby_chick:
c#,:baby_chick:
shell,:baby_chick:
css,:basketball:
css,:basketball:
css,:basketball:
javascript,:blue_heart:
python,:blueprints:
javascript,:cold_sweat:
php,:confounded:
c#,:confounded:
javascript,:curly_loop:
javascript,:earth_asia:
c++,:earth_asia:
java,:green_book:
javascript,:green_hear:
java,:heart_eyes:
c#,:helicopter:
c#,:hotsprings:
c#,:dancers:
php,:keycap_ten:
php,:maple_leaf:
c#,:microphone:
ruby,:open_hands:
rust,:open_mouth:
html,:open_mouth:
go,:panda_face:
ruby,:panda_face:
ruby,:panda_face:
php,:panda_face:
ruby,:red_circle:
ruby,:scream_cat:
clojure,:scream_cat:
javascript,:strawberry:
c++,:sunglasses:
python,:sunglasses:
java,:sunglasses:
visual basic,:sunglasses:
javascript,:sunglasses:
java,:sunglasses:
javascript,:thumbsdown:
viml,:tired_face:
html,:tired_face:
javascript,:video_game:
c++,:video_game:
javascript,:watermelon:
c#,:watermelon:
c,:REPO_ID:
ruby,:arrow_right:
python,:bug:
python,:book:
ruby,:no_entry_sign:
html,:black_joker:
javascript,:circus_tent:
c++,:circus_tent:
php,:circus_tent:
php,:circus_tent:
php,:circus_tent:
php,:circus_tent:
javascript,:circus_tent:
php,:circus_tent:
javascript,:circus_tent:
css,:circus_tent:
java,:circus_tent:
php,:circus_tent:
javascript,:circus_tent:
java,:circus_tent:
dart,:circus_tent:
php,:circus_tent:
javascript,:circus_tent:
ada,:circus_tent:
javascript,:circus_tent:
css,:circus_tent:
c#,:circus_tent:
javascript,:circus_tent:
javascript,:circus_tent:
java,:circus_tent:
css,:circus_tent:
coldfusion,:circus_tent:
php,:circus_tent:
c,:circus_tent:
php,:circus_tent:
apacheconf,:circus_tent:
assembly,:circus_tent:
python,:circus_tent:
javascript,:circus_tent:
java,:circus_tent:
c#,:circus_tent:
haskell,:circus_tent:
css,:circus_tent:
javascript,:circus_tent:
c#,:circus_tent:
java,:circus_tent:
php,:circus_tent:
html,:circus_tent:
html,:circus_tent:
c#,:circus_tent:
html,:circus_tent:
python,:circus_tent:
go,:closed_book:
c,:credit_card:
ruby,:exclamation:
c++,:art:
php,:floppy_disk:
javascript,:floppy_disk:
perl,:green_apple:
coffeescript,:green_heart:
coffeescript,:green_heart:
javascript,:green_heart:
javascript,:green_heart:
coffeescript,:green_heart:
go,:green_heart:
php,:green_heart:
c#,:green_heart:
coffeescript,:green_heart:
clojure,:green_heart:
javascript,:green_heart:
javascript,:green_heart:
python,:green_heart:
jsoniq,:green_heart:
jsoniq,:green_heart:
java,:green_heart:
c,:green_heart:
coffeescript,:green_heart:
ruby,:green_heart:
javascript,:green_heart:
javascript,:green_heart:
actionscript,:green_heart:
javascript,:green_heart:
javascript,:green_heart:
javascript,:green_heart:
coffeescript,:green_heart:
ruby,:hurtrealbad:
javascript,:loudspeaker:
javascript,:loudspeaker:
coffeescript,:loudspeaker:
python,:loudspeaker:
javascript,:monkey_face:
javascript,:no_bicycles:
javascript,:orange_book:
javascript,:post_office:
java,:postal_horn:
objective-c,:raised_hand:
javascript,:see_no_evil:
python,:see_no_evil:
css,:see_no_evil:
javascript,:see_no_evil:
html,:see_no_evil:
html,:see_no_evil:
html,:see_no_evil:
html,:see_no_evil:
html,:see_no_evil:
ruby,:see_no_evil:
c#,:see_no_evil:
ruby,:hear_no_evil:
c,:see_no_evil:
clojure,:smiling_imp:
python,:smiling_imp:
css,:smiling_imp:
c,:sweat_smile:
java,:sweat_smile:
javascript,:tokyo_tower:
javascript,:broken_heart:
javascript,:capital_abcd:
c++,:construction:
clojure,:construction:
clojure,:construction:
javascript,:construction:
javascript,:construction:
javascript,:construction:
coffeescript,:construction:
python,:construction:
javascript,:construction:
javascript,:construction:
ruby,:construction:
python,:construction:
c#,:construction:
javascript,:construction:
javascript,:construction:
javascript,:construction:
javascript,:construction:
javascript,:construction:
css,:construction:
javascript,:crystal_ball:
javascript,:crystal_ball:
scala,:disappointed:
scala,:disappointed:
go,:disappointed:
php,:disappointed:
java,:disappointed:
coffeescript,:fast_forward:
php,:hear_no_evil:
c#,:fallen_leaf:
html,:meat_on_bone:
javascript,:mortar_board:
javascript,:movie_camera:
php,:movie_camera:
php,:movie_camera:
python,:musical_note:
javascript,:musical_note:
javascript,:neutral_face:
ruby,:neutral_face:
javascript,:nut_and_bolt:
ruby,:nut_and_bolt:
c#,:nut_and_bolt:
typescript,:raised_hands:
html,:sweet_potato:
python,:sweet_potato:
html,:sweet_potato:
javascript,:video_camera:
python,:confetti_ball:
lua,:confetti_ball:
ruby,:confetti_ball:
assembly,:confetti_ball:
java,:confetti_ball:
php,:confetti_ball:
javascript,:confetti_ball:
c,:confetti_ball:
javascript,:confetti_ball:
php,:confetti_ball:
ruby,:confetti_ball:
c#,:confetti_ball:
css,:confetti_ball:
d,:confetti_ball:
javascript,:confetti_ball:
javascript,:confetti_ball:
javascript,:confetti_ball:
python,:confetti_ball:
java,:confetti_ball:
javascript,:confetti_ball:
html,:confetti_ball:
lua,:confetti_ball:
java,:confetti_ball:
html,:confetti_ball:
c#,:confetti_ball:
css,:confetti_ball:
javascript,:confetti_ball:
python,:confetti_ball:
javascript,:confetti_ball:
java,:confetti_ball:
c,:confetti_ball:
java,:confetti_ball:
php,:confetti_ball:
javascript,:confetti_ball:
python,:confetti_ball:
javascript,:confetti_ball:
java,:confetti_ball:
php,:confetti_ball:
c++,:confetti_ball:
php,:confetti_ball:
matlab,:confetti_ball:
php,:confetti_ball:
java,:confetti_ball:
php,:confetti_ball:
c++,:confetti_ball:
html,:confetti_ball:
go,:confetti_ball:
java,:confetti_ball:
javascript,:trumpet:
python,:corresponding:
javascript,:crossed_flags:
html,:do_not_litter:
python,:electric_plug:
javascript,:electric_plug:
shell,:electric_plug:
javascript,:grey_question:
go,:hatched_chick:
javascript,:hatched_chick:
clojure,:shit:
javascript,:musical_score:
ruby,:no_entry_sign:
shell,:round_pushpin:
javascript,:space_invader:
javascript,:space_invader:
python,:space_invader:
php,:space_invader:
php,:space_invader:
html,:space_invader:
shell,:space_invader:
javascript,:space_invader:
javascript,:space_invader:
php,:space_invader:
javascript,:space_invader:
python,:space_invader:
javascript,:space_invader:
java,:space_invader:
javascript,:space_invader:
javascript,:space_invader:
ruby,:space_invader:
c#,:space_invader:
java,:space_invader:
javascript,:space_invader:
javascript,:space_invader:
javascript,:space_invader:
c#,:space_invader:
html,:space_invader:
html,:space_invader:
html,:space_invader:
javascript,:space_invader:
php,:space_invader:
javascript,:space_invader:
javascript,:space_invader:
c,:space_invader:
c#,:space_invader:
javascript,:space_invader:
java,:space_invader:
lua,:space_invader:
php,:space_invader:
html,:space_invader:
javascript,:space_invader:
java,:space_invader:
javascript,:space_invader:
c#,:space_invader:
css,:space_invader:
html,:space_invader:
c++,:space_invader:
javascript,:space_invader:
java,:space_invader:
html,:space_invader:
c#,:space_invader:
matlab,:space_invader:
java,:space_invader:
javascript,:space_invader:
c++,:space_invader:
php,:space_invader:
makefile,:space_invader:
c#,:space_invader:
javascript,:space_invader:
python,:space_invader:
php,:space_invader:
arduino,:space_invader:
javascript,:space_invader:
ruby,:space_invader:
python,:space_invader:
python,:space_invader:
php,:space_invader:
python,:space_invader:
java,:space_invader:
c#,:space_invader:
javascript,:space_invader:
css,:space_invader:
python,:space_invader:
visual basic,:space_invader:
php,:space_invader:
java,:space_invader:
javascript,:space_invader:
css,:space_invader:
javascript,:space_invader:
javascript,:space_invader:
html,:space_invader:
javascript,:space_invader:
coffeescript,:speak_no_evil:
objective-c,:tropical_fish:
javascript,:arrow_backward:
javascript,:arrow_backward:
javascript,:checkered_flag:
php,:checkered_flag:
ruby,:checkered_flag:
javascript,:cherry_blossom:
javascript,:christmas_tree:
javascript,:deciduous_tree:
javascript,:deciduous_tree:
javascript,:evergreen_tree:
c#,:expressionless:
javascript,:expressionless:
javascript,:fork_and_knife:
elixir,:hatching_chick:
javascript,:hatching_chick:
css,:hatching_chick:
javascript,:hatching_chick:
python,:hatching_chick:
java,:page_facing_up:
ruby,:page_with_curl:
coffeescript,:page_with_curl:
javascript,:page_with_curl:
php,:rotating_light:
html,:rotating_light:
javascript,:rotating_light:
javascript,:rotating_light:
python,:arrow_double_up:
clojure,:crying_cat_face:
html,:crying_cat_face:
javascript,:heavy_plus_sign:
swift,:heavy_plus_sign:
swift,:heavy_plus_sign:
javascript,:heavy_plus_sign:
python,:heavy_plus_sign:
perl6,:heavy_plus_sign:
javascript,:heavy_plus_sign:
javascript,:heavy_plus_sign:
javascript,:heavy_plus_sign:
javascript,:heavy_plus_sign:
ruby,:heavy_plus_sign:
ruby,:vs:
java,:bug:
ruby,:heavy_plus_sign:
ruby,:heavy_plus_sign:
javascript,:high_brightness:
java,:japanese_goblin:
c#,:japanese_goblin:
php,:sparkling_heart:
javascript,:arrow_heading_up:
javascript,:arrow_heading_up:
javascript,:arrow_right_hook:
javascript,:arrows_clockwise:
emacs lisp,:bullettrain_side:
php,:four_leaf_clover:
java,:green_check_mark:
javascript,:heavy_check_mark:
javascript,:heavy_check_mark:
javascript,:heavy_check_mark:
javascript,:heavy_check_mark:
shell,:left_right_arrow:
php,:mobile_phone_off:
javascript,:money_with_wings:
visual basic,:night_with_stars:
python,:revolving_hearts:
ruby,:stuck_out_tongue:
ruby,:stuck_out_tongue:
html,:stuck_out_tongue:
python,:white_check_mark:
python,:white_check_mark:
php,:white_check_mark:
javascript,:white_check_mark:
html,:white_check_mark:
php,:white_check_mark:
c++,:white_check_mark:
coffeescript,:white_check_mark:
javascript,:white_check_mark:
javascript,:white_check_mark:
c#,:white_check_mark:
java,:white_check_mark:
javascript,:white_check_mark:
css,:white_check_mark:
javascript,:white_check_mark:
c#,:white_check_mark:
clojure,:white_check_mark:
coffeescript,:white_check_mark:
coffeescript,:white_check_mark:
c#,:white_check_mark:
python,:white_check_mark:
javascript,:white_check_mark:
php,:white_check_mark:
javascript,:white_check_mark:
coffeescript,:white_check_mark:
coffeescript,:white_check_mark:
java,:white_check_mark:
coffeescript,:white_check_mark:
julia,:white_check_mark:
javascript,:white_check_mark:
coffeescript,:white_check_mark:
javascript,:white_check_mark:
javascript,:package:
ruby,:white_check_mark:
python,:arrow_upper_right:
python,:arrow_upper_right:
python,:arrow_upper_right:
javascript,:last_quarter_moon:
shell,:black_large_square:
javascript,:bust_in_silhouette:
javascript,:information_source:
css,:busts_in_silhouette:
ruby,:construction_worker:
ruby,:heavy_division_sign:
java,:kissing_closed_eyes:
javascript,:man_with_gua_pi_mao:
go,:man_with_gua_pi_mao:
javascript,:closed_lock_with_key:
php,:globe_with_meridians:
c,:kissing_smiling_eyes:
emacs lisp,:mailbox_with_no_mail:
javascript,:ballot_box_with_check:
javascript,:disappointed_relieved:
javascript,:disappointed_relieved:
ruby,:disappointed_relieved:
php,:part_alternation_mark:
coffeescript,:two_men_holding_hands:
javascript,:two_men_holding_hands:
javascript,:person_with_blond_hair:
shell,:vertical_traffic_light:
javascript,:arrows_counterclockwise:
shell,:information_desk_person:
c#,:two_women_holding_hands:
c,:two_women_holding_hands:
javascript,:chart_with_upwards_trend:
javascript,:chart_with_upwards_trend:
javascript,:chart_with_upwards_trend:
javascript,:chart_with_upwards_trend:
javascript,:chart_with_upwards_trend:
javascript,:chart_with_upwards_trend:
javascript,:chart_with_upwards_trend:
javascript,:chart_with_upwards_trend:
javascript,:chart_with_upwards_trend:
javascript,:chart_with_upwards_trend:
javascript,:chart_with_upwards_trend:
javascript,:chart_with_upwards_trend:
javascript,:chart_with_upwards_trend:
css,:cop:
javascript,:twisted_rightwards_arrows:
python,:twisted_rightwards_arrows:
python,:twisted_rightwards_arrows:
javascript,:last_quarter_moon_with_face:
ruby,:notebook_with_decorative_cover:
objective-c,:o:
objective-c,:o:
java,:a:
java,:o:
ruby,:v:
css,:v:
ruby,:v:
coffeescript,:v:
ruby,:v:
javascript,:v:
javascript,:v:
php,:v:
shell,:v:
c#,:pager:
php,:x:
python,:x:
html,:x:
javascript,:y:
javascript,:TM:
javascript,:br:
dm,:cl:
dm,:cl:
dm,:cl:
dm,:cl:
c#,:de:
javascript,:fr:
php,:fr:
php,:fr:
javascript,:fr:
javascript,:fr:
php,:uk:
css,:gb:
javascript,:gb:
javascript,:gb:
javascript,:gb:
javascript,:gb:
javascript,:gb:
javascript,:gb:
javascript,:gb:
javascript,:gb:
javascript,:kr:
javascript,:ox:
javascript,:ox:
c#,:ui:
javascript,:up:
php,:up:
php,:up:
c#,:up:
c#,:up:
coffeescript,:up:
php,:up:
java,:up:
java,:up:
java,:up:
php,:up:
php,:up:
php,:up:
php,:up:
coffeescript,:up:
php,:up:
coffeescript,:up:
shell,:up:
coffeescript,:up:
groovy,:up:
php,:memo:
php,:art:
javascript,:up:
java,:us:
python,:PEP:
python,:SUB:
c,:TAGGED:
c++,:WIP:
coffeescript,:abc:
coffeescript,:abc:
python,:add:
python,:add:
python,:add:
python,:add:
shell,:any:
coffeescript,:art:
coffeescript,:art:
coffeescript,:art:
coffeescript,:art:
javascript,:art:
coffeescript,:art:
coffeescript,:art:
coffeescript,:art:
coffeescript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
php,:art:
php,:art:
css,:art:
go,:art:
swift,:art:
javascript,:art:
javascript,:art:
javascript,:art:
php,:art:
css,:art:
viml,:art:
javascript,:art:
javascript,:art:
javascript,:art:
shell,:art:
shell,:art:
javascript,:art:
javascript,:art:
javascript,:art:
c++,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
javascript,:art:
viml,:art:
javascript,:art:
javascript,:art:
c++,:art:
javascript,:art:
coffeescript,:art:
coffeescript,:art:
coffeescript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
coffeescript,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
java,:art:
shell,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
javascript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
php,:art:
elm,:art:
elm,:art:
html,:art:
javascript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
coffeescript,:art:
coffeescript,:art:
coffeescript,:art:
coffeescript,:art:
c#,:art:
coffeescript,:art:
emacs lisp,:art:
hack,:art:
hack,:art:
javascript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
html,:art:
perl,:art:
javascript,:art:
coffeescript,:art:
coffeescript,:art:
coffeescript,:art:
coffeescript,:art:
coffeescript,:art:
coffeescript,:art:
coffeescript,:art:
coffeescript,:art:
coffeescript,:art:
coffeescript,:art:
coffeescript,:art:
java,:art:
go,:art:
coffeescript,:art:
coffeescript,:art:
coffeescript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
c#,:art:
javascript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
java,:art:
coffeescript,:art:
c#,:art:
javascript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
javascript,:art:
java,:art:
javascript,:art:
javascript,:art:
javascript,:art:
coffeescript,:bug:
coffeescript,:art:
coffeescript,:art:
javascript,:bug:
javascript,:memo:
javascript,:package:
ruby,:bow:
javascript,:boy:
php,:bug:
php,:bug:
php,:bug:
php,:bug:
php,:bug:
php,:bug:
php,:bug:
ruby,:bug:
coffeescript,:bug:
coffeescript,:bug:
javascript,:bug:
javascript,:bug:
javascript,:bug:
javascript,:bug:
javascript,:bug:
javascript,:bug:
javascript,:bug:
javascript,:bug:
javascript,:bug:
javascript,:bug:
javascript,:bug:
javascript,:bug:
javascript,:bug:
javascript,:bug:
julia,:bug:
go,:bug:
javascript,:bug:
go,:bug:
go,:bug:
javascript,:bug:
java,:bug:
javascript,:bug:
css,:bug:
css,:bug:
ruby,:bug:
python,:bug:
php,:bug:
php,:bug:
php,:bug:
c#,:bug:
coffeescript,:bug:
typescript,:bug:
typescript,:bug:
typescript,:bug:
typescript,:bug:
css,:bug:
javascript,:bug:
javascript,:bug:
javascript,:bug:
c++,:bug:
java,:bug:
javascript,:bug:
javascript,:bug:
typescript,:bug:
javascript,:bug:
coffeescript,:bug:
coffeescript,:bug:
javascript,:bug:
c++,:bug:
go,:bug:
python,:bug:
jsoniq,:bug:
jsoniq,:bug:
jsoniq,:bug:
jsoniq,:bug:
coffeescript,:bug:
coffeescript,:bug:
coffeescript,:bug:
clojure,:bug:
javascript,:bug:
c#,:bug:
javascript,:bug:
javascript,:bug:
ruby,:bug:
css,:bug:
coffeescript,:bug:
coffeescript,:bug:
javascript,:bug:
javascript,:bug:
ruby,:bug:
javascript,:bug:
javascript,:bug:
php,:bug:
php,:bug:
php,:bug:
coffeescript,:bug:
java,:bug:
coffeescript,:bug:
coffeescript,:bug:
php,:bug:
javascript,:bug:
coffeescript,:bug:
php,:bug:
coffeescript,:bug:
javascript,:bug:
javascript,:bug:
javascript,:bug:
javascript,:bug:
javascript,:bug:
javascript,:bug:
coffeescript,:bug:
javascript,:bug:
javascript,:bug:
mathematica,:bug:
css,:bug:
shell,:bug:
javascript,:bug:
javascript,:bug:
javascript,:bug:
javascript,:bug:
coffeescript,:bug:
coffeescript,:bug:
coffeescript,:bug:
coffeescript,:bug:
coffeescript,:bug:
coffeescript,:bug:
coffeescript,:bug:
coffeescript,:bug:
javascript,:bug:
python,:bug:
python,:bug:
python,:bug:
coffeescript,:bug:
javascript,:bug:
coffeescript,:bug:
coffeescript,:bug:
coffeescript,:bug:
coffeescript,:bug:
javascript,:bug:
java,:bug:
java,:bug:
java,:bug:
java,:bug:
java,:bug:
typescript,:bug:
javascript,:bug:
coffeescript,:bug:
coffeescript,:bug:
coffeescript,:bug:
coffeescript,:bug:
coffeescript,:bug:
coffeescript,:bug:
coffeescript,:bug:
coffeescript,:bug:
coffeescript,:bug:
java,:bug:
java,:bug:
java,:bug:
javascript,:bug:
clojure,:bug:
javascript,:bug:
swift,:bug:
java,:bug:
javascript,:bug:
c++,:bug:
c++,:bug:
javascript,:bug:
coffeescript,:bug:
javascript,:bug:
coffeescript,:bug:
css,:bug:
go,:bug:
java,:bug:
php,:bug:
